time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,orient_x,orient_y,orient_z,accel_x,accel_y,accel_z,angvel_x,angvel_y,angvel_z,yaw,roll,pitch
30.48,-2.4256715146429313,19.63400070229591,0.0,0.956144027510893,9.95418447682457,0.0,0.0,0.0,84.5133165237953,-2.7046500299026355,0.259793755944487,0.0,0.0,0.0,15.567827995768416,84.5133165237953,0.0,0.0
30.52,-2.3896226461761465,20.032370922685498,0.0,0.8454700264190387,9.96419492153917,0.0,0.0,0.0,85.15002373589437,-2.829054202385304,0.24004754524233268,0.0,0.0,0.0,16.267532609186336,85.15002373589437,0.0,0.0
30.560000000000002,-2.3581002626399408,20.431124662242205,0.0,0.7298198729165641,9.973332590117309,0.0,0.0,0.0,85.81471913253023,-2.9534444141354887,0.2161245910044543,0.0,0.0,0.0,16.967237222604357,85.81471913253023,0.0,0.0
30.6,-2.331303377094405,20.830223620020238,0.0,0.6091957828524278,9.98142677667651,0.0,0.0,0.0,86.50740271370272,-3.0777360532078166,0.18784326793121783,0.0,0.0,0.0,17.666941836022282,86.50740271370272,0.0,0.0
30.64,-2.3094308434619597,21.22962252185175,0.0,0.48360356832722945,9.988299534390285,0.0,0.0,0.0,87.22807447941193,-3.201833847768266,0.1550232117729694,0.0,0.0,0.0,18.366646449440204,87.22807447941193,0.0,0.0
30.68,-2.2926812040360343,21.629268831812347,0.0,0.35305307257694396,9.993765733093005,0.0,0.0,0.0,87.97673442965785,-3.3256314431258582,0.11748568363636203,0.0,0.0,0.0,19.066351062858125,87.97673442965785,0.0,0.0
30.72,-2.2812525192584143,22.029102466292585,0.0,0.2175586215910991,9.997633132205411,0.0,0.0,0.0,88.75338256444061,-3.4490109882706843,0.07505397192897391,0.0,0.0,0.0,19.766055676276153,88.75338256444061,0.0,0.0
30.76,-2.2753421791040034,22.429055511317962,0.0,0.07713949204872673,9.999702470512133,0.0,0.0,0.0,89.55801888375996,-3.571842733774744,0.02755383322392071,0.0,0.0,0.0,20.465760289694074,89.55801888375996,0.0,0.0
30.8,-2.275146695429888,22.829051943823885,0.0,-0.06817960492261722,9.999767574372546,0.0,0.0,0.0,90.39064338761604,-3.6939846430806234,-0.025186026743352102,0.0,0.0,0.0,21.165464903111992,90.39064338761604,0.0,0.0
30.84,-2.2808614746670846,23.229007357654275,0.0,-0.21836802474326744,9.997615485993133,0.0,0.0,0.0,91.25125607600883,-3.8152820193747736,-0.08333343081423908,0.0,0.0,0.0,21.865169516529917,91.25125607600883,0.0,0.0
30.88,-2.2926805702582693,23.628828695120365,0.0,-0.37338867580386914,9.993026613433061,0.0,0.0,0.0,92.13985694893846,-3.935567150419005,-0.14705216584300876,0.0,0.0,0.0,22.564874129947942,92.13985694893846,0.0,0.0
30.92,-2.310796414273544,24.028413985022574,0.0,-0.5331974920823417,9.985774904054121,0.0,0.0,0.0,93.05644600640468,-4.054658973892648,-0.21650137489590301,0.0,0.0,0.0,23.264578743365863,93.05644600640468,0.0,0.0
30.96,-2.335399527669198,24.427652088108847,0.0,-0.6977428928302142,9.975628043161239,0.0,0.0,0.0,94.00102324840762,-4.172362765980177,-0.2918349053990512,0.0,0.0,0.0,23.96428335678379,94.00102324840762,0.0,0.0
31.0,-2.3666782086915363,24.82642245101141,0.0,-0.8669652303155023,9.96234767960966,0.0,0.0,0.0,94.97358867494727,-4.288469856121888,-0.37320061255475845,0.0,0.0,0.0,24.66398797020171,94.97358867494727,0.0,0.0
31.04,-2.404818198969851,25.224594869777462,0.0,-1.040796226730391,9.945689680179237,0.0,0.0,0.0,95.97414228602379,-4.402757371030219,-0.4607396174957961,0.0,0.0,0.0,25.363692583619734,95.97414228602379,0.0,0.0
31.080000000000002,-2.4500023268893045,25.622029264180153,0.0,-1.2191584014991999,9.925404414534146,0.0,0.0,0.0,97.00268408163687,-4.514988011257755,-0.5545855198134425,0.0,0.0,0.0,26.063397197037652,97.00268408163687,0.0,0.0
31.12,-2.5024101278868542,26.018575464070665,0.0,-1.4019644903578874,9.90123707259732,0.0,0.0,0.0,98.05921406178669,-4.624909863786296,-0.6548635642791887,0.0,0.0,0.0,26.763101810455574,98.05921406178669,0.0,0.0
31.16,-2.5622174413706675,26.41407300910357,0.0,-1.5891168577177885,9.87292801617216,0.0,0.0,0.0,99.14373222647319,-4.732256254285963,-0.7616897617817222,0.0,0.0,0.0,27.462806423873495,99.14373222647319,0.0,0.0
31.2,-2.629595984027284,26.80835096324281,0.0,-1.7805069039767685,9.840213166638772,0.0,0.0,0.0,100.25623857569659,-4.83674564287043,-0.875169964722624,0.0,0.0,0.0,28.162511037291523,100.25623857569659,0.0,0.0
31.240000000000002,-2.704712899350163,27.2012277455269,0.0,-1.976014469596661,9.80282443053759,0.0,0.0,0.0,101.39673310945655,-4.938081567345066,-0.9953988973550651,0.0,0.0,0.0,28.862215650709445,101.39673310945655,0.0,0.0
31.28,-2.7877302832995237,27.592510978645684,0.0,-2.1755072379298737,9.760490164828543,0.0,0.0,0.0,102.56521582775322,-5.0359526381097375,-1.1224591418121908,0.0,0.0,0.0,29.561920264127366,102.56521582775322,0.0,0.0
31.32,-2.8788046860857035,27.981997356949663,0.0,-2.3788401389466296,9.712935683578698,0.0,0.0,0.0,103.7616867305866,-5.130032589033363,-1.256420080854537,0.0,0.0,0.0,30.261624877545287,103.7616867305866,0.0,0.0
31.36,-2.978086590158173,28.369472535584272,0.0,-2.5858547561909413,9.659883807783853,0.0,0.0,0.0,104.9861458179569,-5.219980388763674,-1.3973367986715657,0.0,0.0,0.0,30.961329490963312,104.9861458179569,0.0,0.0
31.400000000000002,-3.0857198645788073,28.754711042506887,0.0,-2.796378739473911,9.601055459969924,0.0,0.0,0.0,106.23859308986373,-5.305440417068694,-1.5452489413995083,0.0,0.0,0.0,31.661034104381233,106.23859308986373,0.0,0.0
31.44,-3.2018411960623685,29.137476215210405,0.0,-3.0102252260000424,9.536170305146243,0.0,0.0,0.0,107.51902854630725,-5.3860427109262154,-1.7001795393685668,0.0,0.0,0.0,32.36073871779915,107.51902854630725,0.0,0.0
31.48,-3.326579497078348,29.517520164036288,0.0,-3.2271922728119584,9.464947439595361,0.0,0.0,0.0,108.8274521872875,-5.461403285179893,-1.8621337934651951,0.0,0.0,0.0,33.06044333121707,108.8274521872875,0.0,0.0
31.52,-3.4600552915280556,29.894583764019576,0.0,-3.4470623036344605,9.38710612888031,0.0,0.0,0.0,110.16386401280465,-5.531124532665276,-2.031097828392449,0.0,0.0,0.0,33.7601479446351,110.16386401280465,0.0,0.0
31.560000000000002,-3.602380078637657,30.26839667725933,0.0,-3.669601573395549,9.302366596330899,0.0,0.0,0.0,111.52826402285834,-5.594795708771663,-2.2070374160305617,0.0,0.0,0.0,34.45985255805302,111.52826402285834,0.0,0.0
31.6,-3.7536556758434143,30.638677407857735,0.0,-3.8945596539023173,9.21045086313348,0.0,0.0,0.0,112.92065221744873,-5.65199350544527,-2.3898966725431707,0.0,0.0,0.0,35.159557171470944,112.92065221744873,0.0,0.0
31.64,-3.913973541587824,31.005133391510686,0.0,-4.1216689443491346,9.111083640993968,0.0,0.0,0.0,114.34102859657585,-5.702282719651663,-2.5795967333390593,0.0,0.0,0.0,35.859261784888865,114.34102859657585,0.0,0.0
31.68,-4.083414079097142,31.367461121870313,0.0,-4.350644210537113,9.003993278169409,0.0,0.0,0.0,115.7893931602399,-5.745217021299373,-2.776034410487385,0.0,0.0,0.0,36.558966398306886,115.7893931602399,0.0,0.0
31.720000000000002,-4.262045922369449,31.725346315826172,0.0,-4.581182156882246,8.888912759469727,0.0,0.0,0.0,117.26574590844044,-5.780339825577995,-2.979080837692175,0.0,0.0,0.0,37.25867101172481,117.26574590844044,0.0,0.0
31.76,-4.44992520576992,32.078464119873225,0.0,-4.8129610354870085,8.765580760616139,0.0,0.0,0.0,118.7700868411777,-5.807185274580659,-3.1885801084611796,0.0,0.0,0.0,37.95837562514275,118.7700868411777,0.0,0.0
